year,st,state,pollib_median,innovatescore_boehmkeskinner,incshare_top1,hvd_4yr,inst6013_adacope,inst6014_nom,citi6013,wpid,wideo,pid,ideo,npid,mood,democrat,republican,liberal,conservative
2002,SC,South Carolina,-1.57314,0.047754999,13.358319,22.677999,57.549801,52.5896,49.622601,-0.034789,-0.16374101,-0.18450201,-0.19014101,271,38.869999,34.59314,35.634331,15.948728,41.931526
2002,SD,South Dakota,-0.93491399,0.036371998,13.462062,41.899502,11.5,21.834801,46.334099,-0.089942001,-0.27399501,-0.070175,-0.25862101,57,35.755001,26.558409,40.02721,14.2623,42.629784
2002,TN,Tennessee,-0.94020802,0.050496001,14.520615,29.931999,33.820599,39.787899,38.757301,0.022155,-0.103194,-0.070845,-0.18181799,367,38.030998,33.193161,34.496433,16.22533,41.978294
2002,TX,Texas,-0.80740499,0.187581,15.724386,21.9568,62.955799,60.914101,43.478401,-0.078782998,-0.235753,-0.137427,-0.234023,1026,36.321999,30.65731,36.276852,15.431898,43.600952
2002,UT,Utah,-1.06437,0.093695998,13.122125,46.469601,8.625,17.4932,31.1917,-0.306317,-0.18380301,-0.34187999,-0.25,117,35.075001,23.208101,45.536079,12.79077,44.231552
2002,VT,Vermont,1.5580699,0.051676001,13.296956,56.572601,96.3713,79.949997,95.971703,-0.106743,0.191889,0.016129,0.2,62,45.587002,31.743902,27.69101,22.543781,31.902285
2002,VA,Virginia,-0.799779,0.057123002,13.514861,28.7337,51.163502,55.368801,47.5769,-0.012195,-0.129474,-0.039999999,-0.121864,525,41.664001,34.794151,31.061537,18.323393,36.969921
2002,WA,Washington,0.96320099,0.108082,16.357841,44.513599,72.102699,73.202103,50.602299,0.030982999,-0.102198,0.049587,-0.044443998,363,42.553001,30.247879,32.236168,22.067566,34.023865
2002,WV,West Virginia,0.250397,0.044640001,11.674224,39.648602,52.625,54.7901,63.143101,0.21035001,-0.18863,0.23636401,-0.093167998,165,34.848999,31.70388,35.853397,16.150778,41.196651
2002,WI,Wisconsin,0.88971698,0.024327001,14.168629,37.479801,25.8962,21.0888,49.783199,0.039577998,-0.15282001,0.002294,-0.141304,436,40.693001,32.681309,32.831894,17.962234,38.229202
2002,WY,Wyoming,-1.067,0.019440001,22.046967,28.279699,8.6666698,11.6791,26.4863,-0.238831,0.111649,-0.23076899,0.033333,26,31.705,23.523085,48.585011,11.921312,46.001835
2003,AL,Alabama,-1.88472,0.062289,14.650537,34.350498,30.1964,46.099701,28.708099,0.079489,-0.26306599,-0.018382,-0.27500001,272,39.845001,29.146454,34.088791,13.918555,48.541897
2003,AK,Alaska,0.465184,0.030943001,11.139442,46.518101,19.1667,35.9851,37.056999,0.030044001,0.117291,0,0.054053999,36,37.324001,24.012222,37.551144,15.423064,45.516106
2003,AZ,Arizona,-0.58277601,0.004571,15.983518,37.4179,56.966702,54.481201,46.842899,-0.162367,-0.22086599,-0.20869599,-0.218107,230,46.182999,25.198946,34.764046,18.387369,40.971764
2003,AR,Arkansas,-1.7055399,0.002903,14.282195,22.692801,45.400002,46.889,50.405701,0.174686,-0.34020799,0.186529,-0.30434799,193,40.708,35.36446,25.990265,18.546322,43.649727
2003,CA,California,2.8136001,0.011628,19.077969,48.132,92.514297,89.683701,55.624901,0.116951,-0.028267,0.123348,-0.014503,1362,42.784,32.964737,28.939081,25.745308,33.032738
2003,CO,Colorado,-0.44547099,0.111704,15.477053,51.605499,22.4305,16.705999,47.471298,-0.004646,-0.074408002,-0.043320999,-0.100358,277,40.002998,23.807362,32.867729,20.379642,39.143143
2003,CT,Connecticut,1.75007,0.104732,25.507097,38.354,57.374298,58.246899,64.076897,0.089850999,-0.097139999,0.062176,-0.061538,193,43.734001,27.53899,23.881222,24.076721,32.449268
2003,DE,Delaware,0.75954401,0.111925,15.087066,32.769402,67.3125,65.364799,54.935299,-0.033752002,-0.31847501,0,-0.22,52,71.283997,54.836277,8.5896921,49.225479,14.794335
2003,FL,Florida,-0.637407,0.047488999,20.717796,28.312901,7.3611102,16.74,43.862,0.042151,-0.15123799,-0.033503,-0.141858,985,40.071999,34.69973,34.113594,19.178896,41.244766
2003,GA,Georgia,-1.47637,0.185019,15.359053,25.9569,29.008699,32.7229,39.217899,-0.033316001,-0.24857099,-0.079664998,-0.25672901,477,37.743999,30.928473,32.300522,16.247564,44.578201
2003,HI,Hawaii,1.67257,0.003498,12.662143,42.553902,68.758499,64.900299,77.9161,0.147788,-0.052802999,0.023809999,0.130435,42,41.631001,28.757286,20.870827,24.261221,29.448997
2003,ID,Idaho,-1.07727,0.027388001,13.104611,35.4645,8.5,12.4662,22.4634,-0.24880099,-0.295021,-0.23333301,-0.26373601,90,35.191002,23.813818,41.69743,13.989899,51.158295
2003,IL,Illinois,0.41506401,0.28833899,17.973194,28.3263,86.0233,82.556396,57.445,0.147479,-0.14895099,0.083595999,-0.117829,634,41.882999,32.140316,29.054142,23.799232,35.578087
2003,IN,Indiana,-0.282675,0.078024,13.472054,28.468599,62.567902,55.614101,46.098999,-0.01046,-0.063688003,-0.03125,-0.113082,448,36.577,25.604952,41.069817,16.607466,46.582268
2003,IA,Iowa,0.267573,0.033654001,11.602539,45.274799,57.3829,57.3153,47.854599,-0.070883997,-0.30518299,-0.061673999,-0.28384301,227,40.257,28.703608,27.92103,19.763954,40.818165
2003,KS,Kansas,-0.585702,0.001823,13.72068,37.66,48.75,45.8125,35.787899,-0.109664,-0.195821,-0.109005,-0.17619,211,34.854,26.863604,42.519775,15.423965,47.976555
2003,KY,Kentucky,-0.41962299,0.066532999,13.812165,30.7757,55.835499,57.8624,33.428101,-0.026657,-0.254388,-0.01278,-0.194719,313,35.486,39.14521,34.892693,15.521656,48.056801
2003,LA,Louisiana,-0.86282003,0.101319,13.842834,22.263,36.912498,45.6297,33.7421,0.103216,-0.22213601,0.088,-0.25193799,250,40.259998,36.072872,32.56065,17.407368,43.941807
2003,ME,Maine,1.06692,0.120763,13.146857,55.2985,89.187103,78.707703,66.058998,-0.067730002,-0.159125,-0.068966001,-0.121739,116,42.103001,26.26379,28.854334,22.575525,35.781837
2003,MD,Maryland,1.54149,0.135473,14.542669,38.755299,55.2188,51.330799,61.937801,0.14273199,-0.17266899,0.15047,-0.095679,319,45.202999,37.702671,27.095272,23.601313,34.723995
2003,MA,Massachusetts,1.78329,0.034825999,19.749004,17.873501,69.852203,71.640602,81.308403,0.191052,0.028627001,0.18806,0.071856,335,49.316002,26.560577,18.474031,30.219906,28.53701
2003,MI,Michigan,0.35737899,0.034038998,14.401522,52.847198,72.524002,71.219101,53.194599,0.011956,-0.171849,0.001931,-0.114754,518,44.917,31.814543,27.037264,21.846643,38.108257
2003,MN,Minnesota,1.40347,0.037944999,15.529827,56.591202,25.006201,26.970699,52.848701,0.14964201,-0.115011,0.140762,-0.088154003,341,42.727001,29.126472,33.98196,21.360178,39.110825
2003,MS,Mississippi,-1.93463,0.001581,13.523567,22.0231,85.5,78.554497,38.3186,-0.100879,-0.28145301,-0.111111,-0.30857101,171,41.379002,35.681377,32.378555,16.743166,45.2868
2003,MO,Missouri,-0.20961,0.002765,14.379335,38.256302,51.0868,54.7714,43.926498,-0.107718,-0.202236,-0.061856002,-0.19315401,388,41.598999,31.100502,30.922256,17.577845,42.592724
2003,MT,Montana,0.233436,0.029573999,13.885748,44.897499,16.0275,28.1014,44.641399,0.02757,-0.15796299,0.071428999,-0.115385,70,37.109001,23.054466,41.427204,16.01347,46.558273
2003,NE,Nebraska,-0.112268,0.032933,13.077818,34.0751,15.4875,28.354799,27.186899,-0.16078,-0.14924601,-0.19852901,-0.16546801,136,37.424999,27.671047,41.5424,13.602695,50.7262
2003,NV,Nevada,-0.37133101,0.173097,23.288593,45.3503,24.132299,27.0347,43.753799,0.041753002,-0.144852,-0.045045,-0.15966401,111,42.118999,25.06345,32.844105,21.253996,38.689327
2003,NH,New Hampshire,0.58420098,0.034855001,14.471731,58.013599,9.75,16.0207,41.176102,-0.083893999,-0.164459,-0.096773997,-0.11828,93,41.997002,23.892981,28.487469,20.321186,37.169979
2003,NJ,New Jersey,2.07657,0.006313,18.480532,52.998402,79.441597,76.483101,60.763,0.130844,-0.091300003,0.074340999,-0.064368002,417,48.016998,27.856977,29.265074,23.39909,33.324883
2003,NM,New Mexico,0.55480099,0.134856,12.232103,30.782301,92.099998,82.358101,54.753899,0.105081,-0.211336,0.132075,-0.184211,106,40.032001,24.609932,34.553974,22.231783,37.452763
2003,NY,New York,2.16801,0.14123,25.106815,33.073601,42.684299,44.130001,66.375603,0.177866,-0.019028001,0.135371,-0.011616,916,50.393002,36.722725,24.468958,26.643236,30.381138
2003,NC,North Carolina,-1.46547,0.069600001,14.491372,41.943298,77.042503,71.9804,50.5471,0.024863999,-0.165106,-0.057792999,-0.21466,571,40.091999,34.332047,33.079304,17.364279,44.311485
2003,ND,North Dakota,-1.3352,0.000976,11.176323,61.890301,16.3694,28.83,54.752602,-0.25574201,-0.23887099,-0.211538,-0.25,52,36.091,22.700947,40.670292,14.64451,49.576534
2003,OH,Ohio,-0.082271002,0.068435997,13.626265,46.347801,10.2143,23.7934,49.174999,0.081072003,-0.160899,0.015048,-0.15321501,731,40.257999,28.888117,33.143364,19.114695,41.14703
2003,OK,Oklahoma,-0.94918501,0.047890998,14.051622,33.147301,62.592098,65.332001,32.3419,0.107708,-0.172369,0.075000003,-0.21008401,240,39.431,32.840981,40.10289,13.707027,49.75449
2003,OR,Oregon,1.00295,0.095592,14.164713,50.993301,64.496696,65.769402,58.019501,-0.021994,-0.229884,0.045267001,-0.15261,243,41.539001,26.069832,34.370647,22.914118,37.827499
2003,PA,Pennsylvania,0.244545,0.070446998,15.659569,32.937401,61.777699,58.6385,53.7953,0.012443,-0.14094301,-0.005044,-0.115385,793,43.243,32.313225,37.029839,20.734127,36.784859
2003,RI,Rhode Island,1.76565,0.096275002,15.219253,26.2679,76,73.036598,82.424301,0.159127,-0.037269998,0.107692,0,65,47.581001,26.645636,20.082239,27.906479,29.541245
2003,SC,South Carolina,-1.56594,0.001203,13.921864,22.8412,17.9561,14.9913,46.208302,0.019597,-0.27348599,-0.092436999,-0.26587299,238,39.299999,29.94615,34.885857,16.389301,46.105228
2003,SD,South Dakota,-0.97789401,0.027523,12.81463,41.130901,14,32.498299,49.833698,-0.070730001,-0.17275099,-0.017543999,-0.122807,57,37.356998,26.651484,38.800201,15.972795,47.567131
2003,TN,Tennessee,-0.94795001,0.074421003,15.678548,33.386299,75.005501,68.963303,44.529999,-0.029978,-0.29712299,-0.02551,-0.320099,392,37.431999,32.251431,34.488533,16.656824,45.089535
2003,TX,Texas,-0.875691,0.14391799,16.75964,22.953699,8.9388199,11.1841,44.031502,-0.042466,-0.22111,-0.108718,-0.26190501,975,37.151001,26.833162,37.269779,15.88983,46.520695
2003,UT,Utah,-1.07926,0.002145,14.227446,43.967201,5.25,16.046,29.4331,-0.37584099,-0.36933401,-0.280992,-0.28455299,121,36.007,20.760418,41.433956,12.474468,52.67384
2003,VT,Vermont,1.5693901,0.062217001,12.53275,55.854801,75.896103,67.405098,81.451302,0.033728,-0.056745999,-0.056604002,0.018867999,53,46.457001,29.065401,26.959616,25.097513,32.119781
2003,VA,Virginia,-0.84883702,0.045355,14.044954,28.3512,54.907501,53.068501,47.430099,-0.01493,-0.19283,-0.050955001,-0.170168,471,42.087002,26.667503,30.266294,18.159361,41.405151
2003,WA,Washington,0.88479102,0.0035,16.703722,43.503899,71.963699,69.951797,53.912102,0.053854,-0.0614,0.058201,-0.066489004,378,41.271,24.709154,30.867344,20.351473,36.486786
2003,WV,West Virginia,0.24871799,0.063639998,12.063841,41.011799,91,81.245796,66.109901,0.181914,-0.16273201,0.175676,-0.152778,148,35.582001,36.272007,37.427029,16.792641,45.804821
2003,WI,Wisconsin,0.82670403,0.001879,14.254107,37.099499,55.681,46.673401,53.7565,-0.020157,-0.204054,0,-0.162791,423,40.969002,27.065802,30.513618,22.497576,40.271122
2003,WY,Wyoming,-0.97566903,0.000975,22.638771,27.0854,37.330101,52.291599,24.553301,0.14530499,-0.16555201,0.1,-0.131579,40,33.445999,23.151796,45.411934,12.521549,52.45163
2004,AL,Alabama,-1.78216,0.062289,16.122709,32.702702,41.017899,46.099701,39.143398,0.015727,-0.298195,-0.039526001,-0.30350199,253,40.405998,31.647663,41.634792,11.851169,45.630219
2004,AK,Alaska,0.44511101,0.030943001,11.818988,47.103298,23.5,35.9851,43.061199,-0.17810699,-0.19266701,-0.125,-0.142857,48,36.076,27.943926,40.703354,19.048944,35.982906
2004,AZ,Arizona,-0.68711799,0.004571,19.415089,35.5364,58.525002,54.481201,47.750801,-0.071347997,-0.027187999,-0.111498,-0.092150003,287,44.859001,31.707621,34.179703,20.851242,33.092976
2004,AR,Arkansas,-1.74411,0.002903,15.598044,21.4072,47.599998,46.889,52.628101,0.214939,-0.220039,0.16,-0.23076899,200,38.662998,37.299374,29.488459,14.723715,39.539494
2004,CA,California,2.67149,0.011628,21.68177,47.147499,52.4893,51.7528,59.100399,0.12399,0.002848,0.090129003,0.002776,1398,44.528999,39.139797,30.498297,24.331646,28.633892
2004,CO,Colorado,-0.512842,0.111704,18.117493,49.6647,24.5954,16.705999,54.655499,-0.05263,-0.147163,-0.089020997,-0.118841,337,39.25,32.462292,37.389484,25.971363,30.646427
2004,CT,Connecticut,1.87896,0.104732,28.558605,39.048302,71.325699,58.246899,75.970001,0.099117003,0.001416,0.114286,0.040984001,245,42.709,34.491394,29.290012,22.214077,30.549282
2004,DE,Delaware,0.65936899,0.111925,18.377243,31.937401,78.4375,65.364799,66.863098,0.038182002,-0.257595,0.107143,-0.153846,56,65.960999,69.334549,6.5188117,41.270874,15.946798
2004,FL,Florida,-0.62817699,0.047488999,26.554367,24.7983,8.1944399,16.74,41.481499,0.024409,-0.109971,-0.011861,-0.127854,1096,40.865002,36.05872,34.647236,16.368776,36.194901
2004,GA,Georgia,-1.52086,0.185019,17.038855,27.195,25.920799,32.7229,35.240601,0.073333003,-0.29593301,-0.046371002,-0.284024,496,38.907001,34.109226,35.648453,14.637388,41.424797
2004,HI,Hawaii,1.62125,0.003498,14.221197,43.644798,67.964798,64.900299,76.857697,0.032947,-0.055521999,0.130435,0.022221999,46,43.470001,40.367397,20.824308,24.353224,27.067862
2004,ID,Idaho,-0.91622603,0.027388001,15.167095,37.910999,5.875,12.4662,18.9779,-0.313465,-0.26753899,-0.22449,-0.30208299,98,34.036999,24.867544,48.550514,18.00371,39.284534
2004,IL,Illinois,0.43613899,0.28833899,20.089298,28.177799,84.185898,82.556396,60.501701,0.167914,-0.018100001,0.098674998,-0.046875,679,41.034,39.544445,29.420597,21.389399,30.473223
2004,IN,Indiana,-0.38046101,0.078024,14.315639,28.989901,63.377899,55.614101,45.9883,-0.148656,-0.22457901,-0.10643,-0.183585,451,35.946999,29.42305,35.757069,16.012533,36.153492
2004,IA,Iowa,0.20469999,0.033654001,12.307024,45.0261,61.825001,58.232498,51.171799,-0.034164,-0.118384,-0.038167998,-0.132576,262,39.153,33.400726,30.685392,18.839762,33.285694
2004,KS,Kansas,-0.61377901,0.001823,14.511147,37.4856,50.099998,45.8125,36.5905,-0.198368,-0.27008501,-0.165049,-0.26087001,206,33.705002,29.21063,46.655884,16.506313,38.993454
2004,KY,Kentucky,-0.49107301,0.066532999,14.762411,31.2868,28.0504,35.0737,34.635201,0.222325,-0.17451701,0.154882,-0.156794,297,35.501999,38.115749,34.488518,14.015474,42.626965
2004,LA,Louisiana,-0.850896,0.101319,14.094543,22.093901,74.75,71.963402,41.193001,0.090617999,-0.28968999,0.033835001,-0.30798501,266,40.006001,38.572704,37.841354,14.378363,40.521057
2004,ME,Maine,1.25441,0.120763,14.338258,57.788799,86.819099,78.707703,66.948997,0.075488999,0.082310997,0.037037,0.102941,135,41.639999,31.177715,36.193188,20.85294,33.255569
2004,MD,Maryland,1.5120699,0.135473,16.302723,39.118,59.5,51.330799,66.8246,0.28600699,-0.049440999,0.165775,-0.058823999,374,46.404999,48.888271,26.044748,21.76569,33.10355
2004,MA,Massachusetts,1.9094501,0.034825999,21.955807,21.4153,75.693901,71.640602,84.621498,0.126169,-0.003627,0.135747,0.027148999,442,47.07,37.911896,18.872013,27.788357,27.633827
2004,MI,Michigan,0.40676001,0.034038998,15.45162,53.8652,75.953201,71.517097,57.629799,0.052219,-0.19591101,0.030568,-0.163982,687,43.166,30.131369,33.984627,19.159546,35.389942
2004,MN,Minnesota,1.3387001,0.037944999,16.679716,58.143398,26.0653,26.970699,53.0448,-0.005504,-0.158788,0.03125,-0.117381,416,41.588001,35.690395,30.43503,19.937479,35.597309
2004,MS,Mississippi,-2.07041,0.001581,12.995371,24.3146,40.619202,50.253601,35.719501,0.008604,-0.32451299,-0.117978,-0.346154,178,42.771999,39.218464,36.994484,14.048009,41.99461
2004,MO,Missouri,-0.184141,0.002765,15.476624,41.695099,53.820202,54.7714,46.946701,0.050531,-0.16736899,0.015659999,-0.20620801,447,39.875999,34.711487,32.460892,16.66506,35.177612
2004,MT,Montana,0.14109901,0.029573999,15.017389,44.865501,14.89,28.1014,44.426201,-0.186387,-0.247132,-0.153846,-0.27160501,78,35.085999,28.420425,38.347786,19.50104,36.231724
2004,NE,Nebraska,-0.1639,0.032933,14.789362,33.068501,19.225,28.354799,33.384102,-0.26870799,-0.148634,-0.270677,-0.18320601,133,35.814999,25.73345,48.831619,13.260092,42.243702
2004,NV,Nevada,-0.445043,0.173097,30.959229,47.083099,31.469601,27.0347,52.1376,0.068488002,-0.122042,0.008475,-0.20161299,118,42.320999,33.088409,35.877129,21.567013,33.044083
2004,NH,New Hampshire,0.53381199,0.034855001,16.547459,59.648399,18.75,16.0207,47.158798,0.015624,0.051210999,0.016806999,0.067226999,119,42.287998,30.136906,32.634163,21.326889,34.313126
2004,NJ,New Jersey,2.15816,0.006313,19.684835,53.821999,90.911499,84.396103,67.490997,0.026350001,0.039073002,0.006342,-0.024948001,473,49.233002,34.160267,31.529137,21.823624,30.955896
2004,NM,New Mexico,0.72085702,0.134856,13.724871,28.364799,89.390503,82.358101,56.9258,0.033966001,-0.135934,-0.060150001,-0.13178299,133,40.287998,34.34647,33.250641,22.338383,33.007919
2004,NY,New York,2.168,0.14123,28.563948,32.554001,49.669899,44.130001,72.5811,0.16358,-0.005154,0.148837,0.016438,1075,48.164001,40.10891,30.39579,23.505871,30.071344
2004,NC,North Carolina,-1.45831,0.069600001,15.565178,39.936298,70.062302,74.172699,45.627701,-0.016523,-0.25785199,-0.049341999,-0.245,608,41.064999,39.331966,34.515034,16.044178,38.717182
2004,ND,North Dakota,-1.34325,0.000976,12.900095,59.3563,18.2486,28.83,63.327499,0.00402,-0.200616,-0.021276999,-0.255319,47,34.242001,24.969963,44.98967,14.180556,40.967777
2004,OH,Ohio,-0.15483201,0.068435997,15.294704,46.307899,16.0714,23.7934,52.155499,0.043922,-0.123742,0.024282999,-0.124449,906,39.313,31.728762,36.663151,17.0917,39.179966
2004,OK,Oklahoma,-0.940947,0.047890998,16.336834,33.678101,54.5979,65.829597,28.2714,0.14871299,-0.23361,0.155462,-0.22784799,238,39.131001,38.94492,37.087769,12.042494,46.031006
2004,OR,Oregon,0.97426099,0.095592,15.67678,49.8064,68.684196,65.769402,62.879601,-0.031277999,-0.15441699,-0.019157,-0.101124,261,42.119999,37.190903,31.12623,27.199528,28.71558
2004,PA,Pennsylvania,0.26312101,0.070446998,16.58559,32.859798,60.089298,58.1264,54.228802,0.031399,-0.14691,-0.031946,-0.15332,1033,43.219002,36.168331,36.931263,19.338331,35.359768
2004,RI,Rhode Island,1.78865,0.096275002,16.938131,30.700701,72.833298,73.036598,79.750504,0.199267,-0.119922,0.235294,-0.057142999,68,45.337002,38.873543,23.570477,25.139307,29.30971
2004,SC,South Carolina,-1.61094,0.001203,15.706056,22.178301,11.3953,13.7519,40.7733,0.017596001,-0.267557,-0.089493997,-0.326848,257,39.707001,34.734493,38.850071,15.05823,41.291088
2004,SD,South Dakota,-1.0128,0.027523,15.017556,39.943802,16.379299,32.498299,49.196301,-0.022921,-0.185158,-0.055555999,-0.25490201,54,35.923,27.584894,42.547951,15.040764,40.551403
2004,TN,Tennessee,-0.98407102,0.074421003,17.638702,34.8419,67.112701,68.963303,40.497898,-0.049355999,-0.31656399,-0.067385003,-0.309333,371,36.648998,33.891495,35.596985,15.013463,43.012287
2004,TX,Texas,-0.86856103,0.14391799,18.681929,23.3806,8.6673603,11.1841,43.3535,-0.047662001,-0.23191699,-0.112442,-0.26672801,1085,37.438,27.643505,40.472595,13.1415,42.359016
2004,UT,Utah,-1.08101,0.002145,15.781407,42.8409,10.5,16.046,30.3946,-0.208249,-0.25607201,-0.253086,-0.28654999,162,34.908001,23.21697,49.939274,18.307426,40.097965
2004,VT,Vermont,1.58696,0.062217001,14.201376,54.100101,77.811699,67.405098,83.114197,-0.028952001,0.087200001,-0.016949,0.016393,59,47.021999,34.273758,25.422348,25.335426,30.625952
2004,VA,Virginia,-0.74046201,0.045355,15.652298,27.9687,51.591702,51.494598,47.165001,0.001244,-0.069996998,-0.035856999,-0.114341,502,42.832001,32.953293,36.404121,17.422173,35.920624
2004,WA,Washington,0.79456401,0.0035,17.975056,45.0326,73.536301,69.951797,57.470501,0.024317,-0.061827999,-0.012438,-0.100719,402,43.192001,32.526821,29.605234,23.428951,31.513954
2004,WV,West Virginia,0.18333,0.063639998,12.72423,46.330799,83.25,81.245796,66.261703,0.083424002,-0.238848,0.094117999,-0.238372,170,34.707001,32.190022,37.187428,13.294307,44.019638
2004,WI,Wisconsin,0.75642997,0.001879,15.200153,36.854599,63.476799,49.338402,59.736599,-0.057440002,-0.157462,-0.068375997,-0.175869,468,39.583,30.814129,31.159906,18.206984,35.185898
2004,WY,Wyoming,-1.0432,0.000975,24.732403,25.634001,39.6689,52.291599,27.3575,0.005565,-0.109454,-0.058823999,-0.085713997,34,29.924999,22.349916,51.922443,16.437489,40.863834
2005,AL,Alabama,-1.77276,0.043887001,18.476595,31.054899,42.625,46.099701,40.3181,-0.057704002,-0.30915999,-0.065217003,-0.31443301,184,36.551998,36.956543,31.563461,13.503571,50.331108
2005,AK,Alaska,0.38403401,0.038943,12.468871,47.715698,13.1667,35.9851,40.293598,-0.35787201,-0.358078,-0.17647099,-0.235294,34,42.261002,27.892715,36.258514,15.845481,40.864422
2005,AZ,Arizona,-0.72435099,0.18476599,22.661341,33.654999,52.875,51.673599,46.694401,-0.118953,-0.115365,-0.101695,-0.103825,177,50.731998,30.844662,32.232731,18.983122,36.07692
2005,AR,Arkansas,-1.81364,0.093463004,16.675268,20.139799,43.75,46.889,49.191601,0.141789,-0.16233701,0.15748,-0.19379801,127,34.792999,32.078739,27.486015,15.356043,46.7267
2005,CA,California,2.5945301,0,24.202108,46.163101,49.592899,50.9179,57.757702,0.096135996,-0.042911999,0.085323997,-0.017641,879,45.132999,38.724651,28.102314,26.956951,30.533648
2005,CO,Colorado,-0.42042899,0.21939801,19.560894,47.6754,37.3116,29.298201,50.410801,-0.006222,-0.031200999,-0.080188997,-0.079070002,212,47.289001,29.92614,33.880001,21.570333,36.899815
2005,CT,Connecticut,1.86562,0.141753,31.015228,39.7425,69.583298,59.068199,74.960297,0.053096998,-0.16037899,0.066115998,-0.078125,121,39.714001,33.872623,26.520128,21.572092,35.581985
2005,DE,Delaware,0.654594,0.32623199,21.384783,31.084101,72.5625,65.364799,60.438,0.22855499,-0.182613,0.131579,-0.153846,38,55.48,63.258202,8.2112646,53.054199,14.705735
2005,FL,Florida,-0.803626,0.13141,31.775656,21.3298,10.3421,16.8318,46.917999,0.021872999,-0.144456,-0.040816002,-0.14437699,637,35.236,34.837097,36.68996,17.765455,40.821568
2005,GA,Georgia,-1.5429,0.111851,19.114168,28.433201,14.1844,12.7396,44.0853,-0.047745001,-0.249249,-0.055362999,-0.273038,289,34.103001,33.892452,34.063126,16.365786,45.356258
2005,HI,Hawaii,1.6399,0.179121,16.469458,44.7215,68.180199,64.900299,77.137802,0.26974499,0.01057,0.25,-0.074074,24,53.951,40.166809,19.445499,29.249611,25.541473
2005,ID,Idaho,-0.97397,0.001246,18.078651,40.357399,20,12.4662,33.3172,-0.48190999,-0.27465299,-0.30303001,-0.17105301,66,40.422001,23.188467,36.962746,12.889375,45.874039
2005,IL,Illinois,0.34305999,0.20288099,21.672878,28.0383,85.066101,79.968803,61.702599,0.18010101,0.053783,0.159817,-0.006623,438,37.146,34.550781,28.551476,23.243986,34.525738
2005,IN,Indiana,-0.39371601,0.099458002,15.524811,29.511299,18.334999,16.3575,49.661301,-0.114168,-0.146309,-0.184397,-0.180556,282,33.433998,28.926603,37.526619,15.052965,46.248367
2005,IA,Iowa,0.14150199,0.076531,12.919396,44.777302,68.912804,65.651299,50.258701,-0.046877999,-0.28217301,0.019867999,-0.214765,151,35.272999,28.564413,29.043509,18.391026,39.772762
2005,KS,Kansas,-0.66288698,0.108531,16.087646,37.311199,45,45.8125,34.57,-0.22791199,-0.28766701,-0.164286,-0.208333,140,31.275,26.397736,42.708248,13.657377,46.415993
2005,KY,Kentucky,-0.52965099,0.099099003,15.755939,31.797899,27.0201,33.378399,41.634399,0.064971,-0.096345,0.025532,-0.15151501,235,30.785,35.567265,30.706223,14.024021,48.459072
2005,LA,Louisiana,-0.86727399,0.100119,17.65093,21.924801,88.666702,78.0298,44.262901,0.156703,-0.253335,0.15483899,-0.22973,155,35.407001,34.371685,41.899986,15.575843,46.854763
2005,ME,Maine,1.55515,0.22237,15.65581,60.279099,88.5951,78.525597,77.897102,0.092216,-0.099978998,0.032967001,-0.114943,91,39.294998,32.214825,33.940964,19.456293,39.58157
2005,MD,Maryland,1.52264,0.004006,17.340912,39.480701,55.5313,51.330799,65.0616,0.25242499,-0.060534,0.21238901,-0.004329,226,41.438999,40.036598,31.445007,24.497671,34.120407
2005,MA,Massachusetts,2.02542,0.045455001,23.791836,24.9571,69.538803,71.103302,80.043701,0.103844,-0.083879001,0.134454,-0.012605,238,43.242001,34.440285,19.890596,25.313553,32.043259
2005,MI,Michigan,0.45201001,0.044071,16.121336,54.883301,62.2747,61.195702,56.229599,0.048749998,-0.180094,0.096938998,-0.172152,392,38.368999,33.543884,28.826605,20.36883,38.826
2005,MN,Minnesota,1.35993,0.051236,18.2367,59.695599,38.771702,33.911999,58.071499,0.13638601,-0.14865901,0.170635,-0.087912001,252,37.645,33.858723,26.761751,19.70303,38.391121
2005,MS,Mississippi,-2.09569,0.097708002,15.810469,26.6439,40.377899,48.172699,38.941601,0.066866003,-0.381789,0.060345002,-0.376068,116,37.827999,37.427174,34.795231,15.241296,47.182613
2005,MO,Missouri,-0.23154999,0.108812,17.106913,45.1339,11.3118,18.7994,47.595001,0.068250999,-0.175823,0.013889,-0.175258,288,36.209,35.471912,28.421873,17.343964,41.306316
2005,MT,Montana,0.362463,0.123494,16.351412,44.8368,73.145401,65.119102,55.129902,-0.23105501,-0.164075,-0.191489,-0.170213,47,42.675999,29.263466,31.917755,16.517237,41.398243
2005,NE,Nebraska,-0.205016,0.043979,15.243937,32.042999,16.875,25.27,31.567801,-0.20051,-0.29489699,-0.114583,-0.26804101,96,34.997002,25.877979,44.640961,12.231844,49.292683
2005,NV,Nevada,-0.49557,0.07265,33.295448,48.815899,37.127399,32.4375,54.930199,-0.123241,-0.142929,-0.041666999,-0.069444001,72,49.004002,34.975857,30.678602,21.72369,34.769508
2005,NH,New Hampshire,0.545784,0.094664,18.004995,61.283199,48.381901,44.812901,43.041401,-0.042259,-0.19584,-0.079365,-0.19354799,63,38.325001,27.873104,27.313976,18.208647,39.29184
